Time,Lys,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P259,P260,P261,P262,P263,P264,P265,P266,P267,P268,P269,P270,P271,P272,P273,P274,P275,P276,P277,P278,P279,P280,P281,P282,P283,P284,P285,P286,P287,P288,P289,P290,P291,P292,P293,P294,P295,P296,P297,P298,P299,P300,P301,P302,P303,P304,P305,P306,P307,P308,P309,P310,P311,P312,P313,P314,P315,P316,P317,P318,P319,P320,P321,P322,P323,P324,P325,P326,P327,P328,P329,P330,P331,P332,P333,P334,P335,P336,P337,P338,P339,P340,P341,P342,P343,P344,P345,P346,P347,P348,P349,P350,P351,P352,P353,P354,P355,P356,P357,P358,P359,P360,P361,P362,P363,P364,P365,P366,P367,P368,P369,P370,P371,P372,P373,P374,P375,P376,P377,P378,P379,P380,P381,P382,P383,P384,P385,P386,P387,P388,P389,P390,P391,P392,P393,P394,P395,P396,P397,P398,P399,P400,P401,P402,P403,P404,P405,P406,P407,P408,P409,P410,P411,P412,P413,P414,P415,P416,P417,P418,P419,P420,P421,P422,P423,P424,P425,P426,P427,P428,P429,P430,P431,P432,P433,P434,P435,P436,P437,P438,P439,P440,P441,P442,P443,P444,P445,P446,P447,P448,P449,P450,P451,P452,P453,P454,P455,P456,P457,P458,P459,P460,P461,P462,P463,P464,P465,P466,P467,P468,P469,P470,P471,P472,P473,P474,P475,P476,P477,P478,P479,P480,P481,P482,P483,P484,P485,P486,P487,P488,P489,P490,P491,P492,P493,P494,P495,P496,P497,P498,P499,P500,P501,P502,P503,P504,P505,P506,P507,P508,P509,P510,P511,P512,P513,P514,P515,P516,P517,P518,P519,P520,P521,P522,P523,P524,P525,P526,P527,P528,P529,P530,P531,P532,P533,P534,P535,P536,P537,P538,P539,P540,P541,P542,P543,P544,P545,P546,P547,P548,P549,P550,P551,P552,P553,P554,P555,P556,P557,P558,P559,P560,P561,P562,P563,P564,P565,P566,P567,P568,P569,P570,P571,P572,P573,P574,P575,P576,P577,P578,P579,P580,P581,P582,P583,P584,P585,P586,P587,P588,P589,P590,P591,P592,P593,P594,P595,P596,P597,P598,P599,P600,P601,P602,P603,P604,P605,P606,P607,P608,P609,P610,P611,P612,P613,P614,P615,P616,P617,P618,P619,P620,P621,P622,P623,P624,P625,P626,P627,P628,P629,P630,P631,P632,P633,P634,P635,P636,P637,P638,P639,P640,P641,P642,P643,P644,P645,P646,P647,P648,P649,P650,P651,P652,P653,P654,P655,P656,P657,P658,P659,P660,P661,P662,P663,P664,P665,P666,P667,P668,P669,P670,P671,P672,P673,P674,P675,P676,P677,P678,P679,P680,P681,P682,P683,P684,P685,P686,P687,P688,P689,P690,P691,P692,P693,P694,P695,P696,P697,P698,P699,P700,P701,P702,P703,P704,P705,P706,P707,P708,P709,P710,P711,P712,P713,P714,P715,P716,P717,P718,P719,P720,P721,P722,P723,P724,P725,P726,P727,P728,P729,P730,P731,P732,P733,P734,P735,P736,P737,P738,P739,P740,P741,P742,P743,P744,P745,P746,P747,P748,P749,P750,P751,P752,P753,P754,P755,P756,P757,P758,P759,P760,P761,P762,P763,P764,P765,P766,P767,P768,P769,P770,P771,P772,P773,P774,P775,P776,P777,P778,P779,P780,P781,P782,P783,P784,P785,P786,P787,P788,P789,P790,P791,P792,P793,P794,P795,P796,P797,P798,P799,P800,P801,P802,P803,P804,P805,P806,P807,P808,P809,P810,P811,P812,P813,P814,P815,P816,P817,P818,P819,P820,P821,P822,P823,P824,P825,P826,P827,P828,P829,P830,P831,P832,P833,P834,P835,P836,P837,P838,P839,P840,P841,P842,P843,P844,P845,P846,P847,P848,P849,P850,P851,P852,P853,P854,P855,P856,P857,P858,P859,P860,P861,P862,P863,P864,P865,P866,P867,P868,P869,P870,P871,P872,P873,P874,P875,P876,P877,P878,P879,P880,P881,P882,P883,P884,P885,P886,P887,P888,P889,P890,P891,P892,P893,P894,P895,P896,P897,P898,P899,P900,P901,P902,P903,P904,P905,P906,P907,P908,P909,P910,P911,P912,P913,P914,P915,P916,P917,P918,P919,P920,P921,P922,P923,P924,P925,P926,P927,P928,P929,P930,P931,P932,P933,P934,P935,P936,P937,P938,P939,P940,P941,P942,P943,P944,P945,P946,P947,P948,P949,P950,P951,P952,P953,P954,P955,P956,P957,P958,P959,P960,P961,P962,P963,P964,P965,P966,P967,P968,P969,P970,P971,P972,P973,P974,P975,P976,P977,P978,P979,P980,P981,P982,P983,P984,P985,P986,P987,P988,P989,P990,P991,P992,P993,P994,P995,P996,P997,P998,P999,P1000,P1001,P1002,P1003,P1004,P1005,P1006,P1007,P1008,P1009,P1010,P1011,P1012,P1013,P1014,P1015,P1016,P1017,P1018,P1019,P1020,P1021,P1022,P1023,P1024,P1025,P1026,P1027,P1028,P1029,P1030,P1031,P1032,P1033,P1034,P1035,P1036,P1037,P1038,P1039,P1040,P1041,P1042,P1043,P1044,P1045,P1046,P1047,P1048,P1049,P1050,P1051,P1052,P1053,P1054,P1055,P1056,P1057,P1058,P1059,P1060,P1061,P1062,P1063,P1064,P1065,P1066,P1067,P1068,P1069,P1070,P1071,P1072,P1073,P1074,P1075,P1076,P1077,P1078,P1079,P1080,P1081,P1082,P1083,P1084,P1085,P1086,P1087,P1088,P1089,P1090,P1091,P1092,P1093,P1094,P1095,P1096,P1097,P1098,P1099,P1100,P1101,P1102,P1103,P1104,P1105,P1106,P1107,P1108,P1109,P1110,P1111,P1112,P1113,P1114,P1115,P1116,P1117,P1118,P1119,P1120,P1121,P1122,P1123,P1124,P1125,P1126,P1127,P1128,P1129,P1130,P1131,P1132,P1133,P1134,P1135,P1136,P1137,P1138,P1139,P1140,P1141,P1142,P1143,P1144,P1145,P1146,P1147,P1148,P1149,P1150,P1151,P1152,P1153,P1154,P1155,P1156,P1157,P1158,P1159,P1160,P1161,P1162,P1163,P1164,P1165,P1166,P1167,P1168,P1169,P1170,P1171,P1172,P1173,P1174,P1175,P1176,P1177,P1178,P1179,P1180,P1181,P1182,P1183,P1184,P1185,P1186,P1187,P1188,P1189,P1190,P1191,P1192,P1193,P1194,P1195,P1196,P1197,P1198,P1199,P1200,P1201,P1202,P1203,P1204,P1205,P1206,P1207,P1208,P1209,P1210,P1211,P1212,P1213,P1214,P1215,P1216,P1217,P1218,P1219,P1220,P1221,P1222,P1223,P1224,P1225,P1226,P1227,P1228,P1229,P1230,P1231,P1232,P1233,P1234,P1235,P1236,P1237,P1238,P1239,P1240,P1241,P1242,P1243,P1244,P1245,P1246,P1247,P1248,P1249,P1250,P1251,P1252,P1253,P1254,P1255,P1256,P1257,P1258,P1259,P1260,P1261,P1262,P1263,P1264,P1265,P1266,P1267,P1268,P1269,P1270,P1271,P1272,P1273,P1274,P1275,P1276,P1277,P1278,P1279,P1280,P1281,P1282,P1283,P1284,P1285,P1286,P1287,P1288,P1289,P1290,P1291,P1292,P1293,P1294,P1295,P1296,P1297,P1298,P1299,P1300,P1301,P1302,P1303,P1304,P1305,P1306,P1307,P1308,P1309,P1310,P1311,P1312,P1313,P1314,P1315,P1316,P1317,P1318,P1319,P1320,P1321,P1322,P1323,P1324,P1325,P1326,P1327
Day_0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Day_4,0.824104235,0.941725897,1,0.831379221,1,1,1,0.985175561,0.938671795,1,1,0.878531291,1,0.891378683,1,0.992450508,0.952808689,0.958347179,0.943171258,0.898812441,1,1,0.860900486,0.975758688,0.932404525,1,0.994626499,0.912190748,1,0.92719506,1,0.948480141,0.971443825,1,1,1,0.920622168,1,0.993630813,0.989489445,0.879919981,0.953496664,1,1,0.937859486,1,1,1,1,1,1,1,1,1,0.927475763,1,1,1,1,1,0.938901804,1,1,1,1,1,1,1,1,0.960187911,0.985993583,0.960937382,1,0.93525367,1,0.995229818,1,0.970786801,1,1,1,0.958625472,0.949682736,0.965460727,1,1,1,0.9625456,1,1,1,0.959111768,0.984770298,0.94955821,1,1,0.969558628,0.997518749,0.957485546,0.879819081,1,1,1,1,0.958030132,0.984900449,1,1,0.954923603,1,1,1,1,1,1,0.99316329,1,0.945856419,0.987226869,0.985715573,0.947026768,1,0.946374039,1,1,1,0.978470385,1,1,0.976740337,1,0.97828851,0.949435664,1,1,0.935157851,0.918673459,1,0.93659767,1,0.983070492,0.973597648,1,0.853926146,0.953413298,1,0.908379757,1,0.994253099,0.996798817,1,0.961368186,0.995748591,0.996117514,0.953867794,1,0.996198714,1,0.995424278,0.87297587,0.934383349,0.99785984,0.991267092,0.983444174,1,0.8867569,0.99607709,1,1,1,0.988453431,0.982646356,0.979980374,0.982963123,1,1,1,1,0.939152502,0.968327086,1,0.985968108,1,0.972403497,0.994532047,0.988887374,1,1,0.994276211,1,1,0.977819296,0.980737004,1,1,0.958528787,1,0.95540188,1,1,0.962874519,0.972560778,0.992931058,0.910924751,1,0.980680269,1,1,0.991328459,1,0.949901279,1,1,1,1,0.97056983,0.98551149,0.970474811,0.997082747,1,1,1,0.984802036,1,0.993010396,1,1,0.954115909,1,0.953710492,0.997567153,1,1,1,0.987014583,0.95928261,1,1,0.98210889,0.968129405,0.9786898,1,0.976254216,0.918470136,0.988195345,0.991131047,1,0.945116169,0.995587126,1,0.993482929,0.985057833,1,1,0.998194688,0.990389814,0.964616,1,0.87837121,0.977216403,0.975333481,1,0.994819143,0.98972632,1,0.929245254,1,0.94686118,0.966858049,1,0.984584711,0.998246329,0.976554189,0.992282351,0.962589634,0.988126766,0.936833437,0.978698489,1,1,1,1,0.924237465,1,0.997037845,1,0.995942166,1,0.922687682,0.976144266,0.960059661,0.945132372,0.95753812,0.945418218,1,0.959945148,0.963980691,0.968267142,0.995862947,0.982068777,0.977856548,0.990953706,0.986708284,0.988466441,1,0.982979864,0.928646924,0.967540054,0.968935533,1,1,0.996448531,0.988398947,1,0.960632807,0.95738657,0.955132537,1,0.970133908,0.97768723,0.95041265,0.972227469,0.991240044,0.969466947,0.92960861,0.912661928,0.989349176,0.986172391,0.977491406,0.987465115,0.999219357,1,0.980516592,1,0.979777371,0.96213282,0.96624334,0.984488432,0.986188135,0.992435,0.990477862,1,0.987883214,0.979144621,0.988347956,0.957823274,0.833318162,1,0.967680426,0.997810622,0.997998397,0.977456497,0.974815187,1,0.959649085,0.948305428,0.994264565,0.979375435,1,1,0.989205971,1,0.876110479,0.993768681,0.982170009,1,0.983790925,0.983325534,1,0.961820035,0.927349454,0.976467445,1,1,0.931380611,0.979979292,0.933322656,1,0.988514991,1,0.969243857,0.963388419,0.985771891,0.99018036,0.950837617,0.968539641,1,1,1,0.978332586,1,0.941430086,0.955792801,0.99460405,0.968521913,0.985714131,0.975617511,0.963591346,0.986554018,0.933352194,0.985741697,0.964947816,0.970124891,0.968751396,0.953047198,0.983205576,0.952249631,1,0.980549822,0.986868142,0.970900109,0.981280716,0.982037621,0.969232174,0.980459674,0.983221208,0.993236777,0.997546425,0.993763361,0.983349494,0.976676478,0.977149836,0.977602694,0.985889853,1,0.972555005,1,0.998182624,0.905881739,0.951011486,1,0.983301154,0.992667383,0.977641428,0.928906076,0.993961054,1,0.982163528,0.984340866,1,0.988858284,0.980905647,0.987920153,0.984030539,0.872220783,0.993046477,0.998734061,0.990117239,1,0.948574563,0.968300756,0.977348665,0.977142644,0.904613348,0.990716512,0.970645291,0.975164728,0.978309884,0.964525127,0.972912524,0.991377385,0.937819419,0.948179267,0.961619231,0.922622117,0.989236861,0.953332581,0.992138129,0.984387613,0.990128142,0.960809107,0.993569032,0.965688745,0.993127422,0.978806898,0.988140332,1,0.978972922,0.985237752,0.95980728,0.970009699,0.903938908,0.991253804,0.931206222,0.937074686,0.980273746,0.974206648,0.946056167,0.997666242,0.985607183,0.997138302,0.983798118,0.993013333,0.998196389,0.980546791,0.981187162,0.979229207,0.977480055,0.995583803,0.986426973,0.930579564,0.993766244,0.932007463,0.94594903,0.969783617,0.993469502,0.973445616,0.978631504,0.984445659,0.996454466,0.986807071,0.986840393,0.995713655,0.962758445,0.955141288,0.978552818,0.968166364,0.937662623,0.998526153,0.944214945,0.986781527,0.938846816,0.931627624,0.998579388,0.981814412,1,0.963902921,0.989801948,0.986374703,0.964125438,0.971965695,0.984392577,0.967365397,0.971938349,0.964502,0.968221153,0.961653331,0.988370517,0.956584449,0.935695667,0.961034075,0.99152978,0.970418697,0.977545941,0.907260712,0.981299446,0.984186453,0.93591397,0.953900373,0.988460034,1,0.991686681,0.991550357,0.962884293,0.962884293,0.962884293,0.980750351,0.974883922,0.991833338,0.994809706,0.937547808,0.992940835,0.990144996,0.990414995,0.988061581,0.98134453,0.98144288,0.967835914,0.982852459,0.980511482,0.994949747,0.983360487,1,0.945644925,1,0.983869425,0.961982701,0.99508622,1,0.980373364,0.973126429,0.97518139,0.974021866,0.943023809,0.985688713,1,0.986151503,0.962224359,0.959753551,0.988200214,0.976410613,0.986912597,0.978646281,0.983279662,0.981128435,0.984522272,0.994249179,0.997147221,0.971966175,0.989260801,0.989766564,0.967904537,0.940682833,0.996838422,0.98046179,0.993937026,0.993361943,0.993519781,0.981708382,0.983800519,0.967268042,0.965607328,0.995907378,0.975876786,0.92421323,0.979986571,0.989785022,0.960781747,0.999060594,0.977558496,0.970153131,0.989940398,0.990502157,0.972206493,0.957780122,0.973260461,0.987624101,0.963197784,0.960080235,0.95029518,0.99065039,0.979213971,0.993268648,0.963438591,0.944469865,0.988863618,0.972424839,0.984804234,0.958849518,0.986321257,0.98225636,0.99291908,0.974546255,0.973477648,0.992433085,0.970547606,0.976729898,0.985228858,0.981045169,0.949494479,0.994613321,0.981272554,0.987088467,0.993809165,0.983774516,0.989717897,0.978096276,0.946891446,0.981803059,0.982948262,0.989992609,0.987480362,0.946772036,0.967179409,0.993150306,0.972418706,0.991861669,0.971619604,0.994415592,0.980173788,0.975985072,0.932963335,0.910455564,0.964975896,0.963283557,0.984425447,0.993983752,0.976028266,0.965045519,0.985717466,0.982526033,0.979237629,0.991104464,0.95937504,0.927482744,0.953150516,0.982767039,0.992926369,0.986702148,0.972319401,0.989108404,0.997920478,0.989866717,0.983220015,0.989954572,0.985696628,0.990137869,0.998361292,0.9747247,0.98844276,0.984349635,0.975737953,0.961365736,0.984322349,0.993056144,0.947906227,0.993398419,0.992632366,0.990025952,0.985250517,0.978498369,0.979340666,0.939804235,0.960450034,0.980585651,0.982423287,0.976695379,0.98020975,0.987258183,0.95198547,0.977520339,0.987864631,0.989102321,0.967772674,0.990209308,0.96286971,0.990529641,0.990160375,0.995294426,0.982138422,0.976310708,0.987943781,0.975345635,0.987835905,0.984190176,0.98751661,0.990916783,0.990823664,0.994235462,0.994225837,0.980290429,0.973634104,0.990548018,0.982351452,0.989093222,0.974540613,0.991839476,0.990914307,0.99255985,0.988877508,0.990033877,0.958401927,0.992576547,0.989625019,0.992624066,0.991268571,0.991233637,0.982028103,0.982028103,0.996488897,0.991307675,0.970076893,0.968060091,0.997330124,0.960083689,1,1,1,1,1,1,1,1,0.830206354,1,1,0.836180665,1,1,1,0.95341848,1,1,0.974341731,1,1,1,1,1,0.835992695,1,1,0.982168394,1,1,1,0.967735168,0.914941035,1,1,0.876556358,1,1,0.970327361,NaN,1,1,1,1,1,1,1,1,1,1,0.9432698,1,1,0.927328195,0.864074796,1,1,1,1,0.987181431,1,1,1,1,0.990951696,1,0.833333333,1,1,1,1,1,1,0.949807264,1,1,0.956707388,NaN,0.932209138,1,1,1,1,1,1,0.947616164,0.942003117,1,1,1,1,1,1,0.964372668,1,1,0.977291945,1,1,1,1,1,1,0.996723572,0.977716142,1,1,1,1,0.96438671,1,1,1,1,1,1,1,1,1,1,1,1,0.995588889,1,1,0.875908531,1,0.837037094,0.984183364,1,0.959033707,0.935958089,1,0.970950365,1,1,0.990220758,1,0.986440707,0.987681566,1,0.94980002,1,1,1,1,0.841230943,1,1,1,1,1,0.981411029,0.967473191,1,0.941268647,1,0.986262469,0.853087154,1,0.928042903,0.924304327,1,1,1,0.98694295,1,1,1,1,1,0.937508622,1,1,1,1,1,1,0.920189542,1,1,0.871815224,1,0.967483096,1,1,0.859226766,1,1,1,1,0.914786607,0.925929117,0.959690155,0.922462676,1,0.914676559,1,1,0.946463006,0.926842184,1,0.996094201,0.987905546,0.876772839,0.930047861,1,0.995099669,1,0.916363244,1,1,1,0.932902162,1,0.988517904,0.991332407,1,0.944686983,0.905339061,1,0.913119795,1,0.965172377,1,0.974039819,0.993133633,1,1,0.959438313,0.941588285,0.941588285,0.938619075,0.957162002,1,1,1,0.952845802,0.884709979,0.962977816,0.939489271,0.955990391,0.912566227,0.987054863,1,0.958393199,1,0.958063916,0.973958431,0.895368579,1,1,1,0.981414717,0.97944519,0.963637924,1,0.974953886,0.975067061,1,1,1,1,1,0.991611415,0.950894819,0.934535979,1,1,1,0.955678331,0.943193033,0.955721878,1,0.973582985,1,0.960444916,0.926918087,1,1,0.95455144,0.845085122,0.957812186,0.975486437,0.963395925,1,1,0.979036019,1,0.977776565,1,0.993072161,0.981144413,1,1,0.958132707,1,0.995768298,0.987419439,0.948602822,0.914917836,0.958132707,1,0.97791995,0.956723757,0.958226673,0.972591008,0.99295769,0.975887627,0.948986225,1,1,1,1,1,0.882940332,1,1,1,1,1,1,0.985882129,0.931630071,1,0.936226606,0.960285384,0.912756181,1,0.858760053,1,0.9241883,0.882612873,0.961012366,0.943644547,0.972516832,1,0.874313604,0.988974568,0.967748781,0.923680788,0.923466909,0.958469752,0.892277576,0.920501177,0.996420644,0.907989692,1,0.971854623,0.948470855,0.905080031,0.906367561,0.955742269,0.903467371,1,0.98625499,0.885462024,0.9133389,1,1,1,0.979063267,0.968189494,0.944424381,NaN,NaN,0.990355233,1,0.962475297,1,1,NaN,1,0.967910627,0.941508493,0.986294814,1,0.972335365,0.95114971,0.959807243,0.974297668,0.902939256,0.910288572,0.94189706,0.889651878,0.939823473,1,1,0.918559372,0.964333693,0.938589809,0.973965528,0.961276838,0.919502708,0.990640895,1,0.952680381,0.969110261,0.990637796,0.97044276,0.995159378,0.977856015,0.911400275,0.982483964,0.970338978,0.960738383,NaN,0.973590641,0.968755326,0.981582246,1,1,0.907049627,0.965302383,0.931605877,0.976323816,0.916978709,0.953697795,0.922065455,0.938402973,0.931517631,0.936359288,0.929652709,0.940855419,0.95031967,0.957022026,1,1,NaN,1,0.925976687,0.941323474,0.899864394,0.942786407,1,0.932071485,0.943531639,0.910779086,0.947246019,0.975977787,0.932561985,0.832806754,0.932100297,0.949848028,NaN,0.877192835,0.923681464,0.939420769,0.983824871,0.950546127,0.984432305,0.94152401,0.97197541,0.913528841,0.979165356,0.953372299,1,0.894411882,0.927712179,0.950892946,0.964311736,0.954703297,0.929807952,0.972832877,0.926025659,0.94279247,0.957705851,0.96272717,0.913576614,1,NaN,0.949299132,0.95498925,0.921333552,0.973049989,0.936696215,0.90614756,0.863055673,0.987990384,0.951432998,0.969396566,0.956863141,0.960949521,0.95695541,0.923211867,0.967270589,0.876574405,0.928309341,0.924353842,0.966890954,0.864162562,0.956828331,0.924587372,0.937400741,0.921977588,0.943347102,0.939650302,0.907035571,0.928920947,0.949660815,0.993579614,0.944787293,0.915193083,0.936180099,0.957476062,0.960555307,0.937969413,0.953381361,0.958056219,0.968651807,0.969569272,0.938044132,0.834654514,0.953449382,0.911130947,0.948398564,0.932460195,0.942023324,1,0.958497869,0.956272632,0.952814197,0.944714294,0.933974269,0.94970646,0.88955747,0.934349186,0.924253401,0.924253401,NaN,0.946670078,0.949522888,0.945232295,0.966007208,1,0.932389127,0.950892955,0.921236577,0.9500547,0.956830722,0.940422909,0.93358719,0.933137011,0.944817727,0.958476753,0.92913129,0.934867593,0.9379329,0.929391161,0.903881948,0.95131739,0.934973003,0.919596992,0.950545376,0.95007667,0.948211139,0.943119604,0.927652735,0.964692208,0.943958404,0.953502936,0.952070869,0.948697744
